SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,712 Dryden Dr,Baltimore,MD,21229,339000,5,3.5,Hunting Ridge,2704,7492,1925,1,125,,Active,,,http://www.redfin.com/MD/Baltimore/712-Dryden-Dr-21229/home/11219149,MRIS,BA10234086,N,Y,39.296506,-76.6984929
MLS Listing,,Townhouse,132 Clement St,Baltimore,MD,21230,284990,2,2.0,Federal Hill,1128,,1900,6,253,,Active,,,http://www.redfin.com/MD/Baltimore/132-E-Clement-St-21230/home/11016181,MRIS,BA10225072,N,Y,39.2738552,-76.6108199
MLS Listing,,Townhouse,123 Burnett St,Baltimore,MD,21230,274999,2,2.0,Federal Hill,1384,,1898,26,199,,Active,,,http://www.redfin.com/MD/Baltimore/123-Burnett-St-21230/home/11010146,MRIS,BA10205742,N,Y,39.2740106,-76.6167269
MLS Listing,,Townhouse,1342 Towson St,Baltimore,MD,21230,435000,3,4.5,Locust Point,2250,871,2007,46,193,,Active,,,http://www.redfin.com/MD/Baltimore/1342-Towson-St-21230/home/11024572,MRIS,BA10188394,N,Y,39.270551,-76.591506
MLS Listing,,Townhouse,124 Hamburg St W,Baltimore,MD,21230,199000,2,1.0,Federal Hill,1190,,1875,61,167,,Active,,,http://www.redfin.com/MD/Baltimore/124-W-Hamburg-St-21230/home/11008433,MRIS,BA10175371,N,Y,39.2778944,-76.6165068
MLS Listing,,Condo/Co-op,657 Washington Blvd Unit B,Baltimore,MD,21230,329000,2,2.5,Ridleys Delight,1454,,2005,70,226,300,Active,,,http://www.redfin.com/MD/Baltimore/657-Washington-Blvd-21230/unit-B/home/11223435,MRIS,BA10166115,N,Y,39.2837969,-76.6252511
MLS Listing,,Townhouse,3104 Elliott St,Baltimore,MD,21224,325000,3,2.5,Canton,2006,,1900,83,162,,Active,,,http://www.redfin.com/MD/Baltimore/3104-Elliott-St-21224/home/10733885,MRIS,BA10156306,N,Y,39.279459,-76.5722207
Redfin Data,,Single Family Residential,523 Nottingham Rd,Baltimore,MD,21229,415000,5,2.5,Baltimore,2487,17197,1913,7,167,,Pre On-Market,,,http://www.redfin.com/MD/Baltimore/523-Nottingham-Rd-21229/home/11220493,Coming Soon,12572,N,Y,39.291024,-76.6996261
Redfin Data,,Single Family Residential,510 Old Orchard Rd,Baltimore,MD,21229,424900,4,2.5,Baltimore,3438,22189,1925,14,124,,Pre On-Market,,,http://www.redfin.com/MD/Baltimore/510-Old-Orchard-Rd-21229/home/11220028,Coming Soon,12034,N,Y,39.2901259,-76.7016486
MLS Listing,,Townhouse,11 Bernice Ave,Baltimore,MD,21229,70000,3,1.0,N/a,1280,,1940,1,55,,Active,,,http://www.redfin.com/MD/Baltimore/11-N-Bernice-Ave-21229/home/10992962,MRIS,BA10234281,N,Y,39.2863272,-76.6695272
MLS Listing,,Townhouse,306 Conkling St S,Baltimore,MD,21224,169900,3,2.0,Highlandtown,875,,1920,1,194,,Active,,,http://www.redfin.com/MD/Baltimore/306-S-Conkling-St-21224/home/11080937,MRIS,BA10234272,N,Y,39.2881713,-76.5674377
MLS Listing,,Single Family Residential,5717 Trumps Mill Rd,Baltimore,MD,21206,260000,3,2.5,Kenwood Park,1464,12782,1977,1,178,,Active,,,http://www.redfin.com/MD/Baltimore/5717-Trumps-Mill-Rd-21206/home/9417639,MRIS,BC10233137,N,Y,39.3505612,-76.5021902
MLS Listing,,Vacant Land,Murray Hill Rd,Baltimore,MD,21212,499888,,,Murray Hill,,18731,,1,,6,Active,,,http://www.redfin.com/MD/Baltimore/Murray-Hill-Rd-21212/home/9661187,MRIS,BC10234255,N,Y,39.386046,-76.625969
MLS Listing,,Single Family Residential,6401 Murray Hill Rd,Baltimore,MD,21212,1299000,6,5.0,Murray Hill,3862,35284,1943,1,336,6,Active,,,http://www.redfin.com/MD/Baltimore/6401-Murray-Hill-Rd-21212/home/9662990,MRIS,BC10234220,N,Y,39.383352,-76.628532
MLS Listing,,Townhouse,7039 Baltimore St,Baltimore,MD,21224,149900,3,2.0,Eastwood,896,1616,1954,1,167,,Active,,,http://www.redfin.com/MD/Baltimore/7039-E-Baltimore-St-21224/home/9333255,MRIS,BC10234192,N,Y,39.2934039,-76.5284824
MLS Listing,,Single Family Residential,426 Calvin Ave,Baltimore,MD,21218,189000,4,2.5,None3,1476,2250,1900,1,128,,Active,,,http://www.redfin.com/MD/Baltimore/426-Calvin-Ave-21218/home/10853192,MRIS,BA10230972,N,Y,39.3303563,-76.6097877
MLS Listing,,Single Family Residential,5 Millbrook Rd,Baltimore,MD,21218,869000,5,4.0,Guilford,3351,10171,1925,1,259,20,Active,May-9-2018 01:00 PM,May-9-2018 03:00 PM,http://www.redfin.com/MD/Baltimore/5-Millbrook-Rd-21218/home/11209473,MRIS,BA10234157,N,Y,39.3405398,-76.6191358
MLS Listing,,Single Family Residential,3405 Royston Ave,Baltimore,MD,21214,259950,4,3.0,Westfield,1301,5689,1941,1,200,,Active,,,http://www.redfin.com/MD/Baltimore/3405-Royston-Ave-21214/home/11131182,MRIS,BA10234147,N,Y,39.3556803,-76.5484785
MLS Listing,,Townhouse,5819 Plumer Ave,Baltimore,MD,21206,89900,2,1.5,Baltimore,1350,3856,1956,1,67,,Active,,,http://www.redfin.com/MD/Baltimore/5819-Plumer-Ave-21206/home/11098605,MRIS,BA10234142,N,Y,39.3434222,-76.5312684
MLS Listing,,Townhouse,2433 Eastern Ave,Baltimore,MD,21224,315000,2,1.5,Canton,1128,,1915,1,279,,Active,,,http://www.redfin.com/MD/Baltimore/2433-Eastern-Ave-21224/home/10729102,MRIS,BA10234128,N,Y,39.2858909,-76.5816593
MLS Listing,,Townhouse,1602 Ralworth Rd,Baltimore,MD,21218,135000,3,2.0,Northwood,1240,2178,1941,1,109,,Active,,,http://www.redfin.com/MD/Baltimore/1602-Ralworth-Rd-21218/home/10827147,MRIS,BA10234126,N,Y,39.3395889,-76.591224
MLS Listing,,Townhouse,534 Brunswick St,Baltimore,MD,21223,100000,3,1.0,Mill Hill,1200,,1920,1,83,,Active,,,http://www.redfin.com/MD/Baltimore/534-Brunswick-St-21223/home/10978169,MRIS,BA10234113,N,Y,39.2785033,-76.6591279
MLS Listing,,Townhouse,1231 Curley St,Baltimore,MD,21213,40000,2,1.0,Lakewood/fort Worthington,950,,1927,1,42,,Active,,,http://www.redfin.com/MD/Baltimore/1231-N-Curley-St-21213/home/10798833,MRIS,BA10234108,N,Y,39.305738,-76.5761659
MLS Listing,,Single Family Residential,4008 Bonner NW,Baltimore,MD,21216,135000,3,2.0,Forrest Park Community,,,1935,1,,,Active,,,http://www.redfin.com/MD/Baltimore/4008-Bonner-Rd-21216/home/10882859,MRIS,BA10234107,N,Y,39.3223561,-76.6851123
MLS Listing,,Condo/Co-op,2901 Boston St #608,Baltimore,MD,21224,620000,2,2.0,Canton,1572,,1985,1,394,724,Active,,,http://www.redfin.com/MD/Baltimore/2901-Boston-St-21224/unit-608/home/10734387,MRIS,BA10234105,N,Y,39.2778359,-76.5748761
MLS Listing,,Single Family Residential,6209 Pleasant View Ave,Baltimore,MD,21209,400000,3,2.0,Pleasant View,1494,7500,1962,1,268,,Active,May-12-2018 01:00 PM,May-12-2018 03:00 PM,http://www.redfin.com/MD/Baltimore/6209-Pleasant-View-Ave-21209/home/9526954,MRIS,BC10232517,N,Y,39.3807911,-76.6537475
MLS Listing,,Townhouse,3915 Southern Ave,Baltimore,MD,21206,110000,2,1.0,Gardenville,1245,3485,1950,1,88,,Active,,,http://www.redfin.com/MD/Baltimore/3915-Southern-Ave-21206/home/11121616,MRIS,BA10234090,N,Y,39.3373881,-76.5602985
MLS Listing,,Townhouse,3943 Canterbury Rd,Baltimore,MD,21218,585000,4,4.0,Tuscany/canterbury,3284,3485,1920,1,178,,Active,,,http://www.redfin.com/MD/Baltimore/3943-Canterbury-Rd-21218/home/10836489,MRIS,BA10234083,N,Y,39.338128,-76.620394
MLS Listing,,Condo/Co-op,113 Cross Keys Rd Unit R113F,Baltimore,MD,21210,167000,2,2.0,Cross Keys,1167,,1969,1,143,430,Active,,,http://www.redfin.com/MD/Baltimore/113-Cross-Keys-Rd-21210/unit-R113F/home/11162304,MRIS,BA10234075,N,Y,39.3595405,-76.6466293
MLS Listing,,Townhouse,728 Macon St S,Baltimore,MD,21224,299900,2,2.5,O'donnell Square,1568,915,2013,1,191,56,Active,,,http://www.redfin.com/MD/Baltimore/728-S-Macon-St-21224/home/59254450,MRIS,BA10232549,N,Y,39.2846726,-76.5573484
MLS Listing,,Townhouse,2104 Parksley Ave,Baltimore,MD,21230,80000,2,1.0,Morrell Park,840,,1951,1,95,,Active,,,http://www.redfin.com/MD/Baltimore/2104-Parksley-Ave-21230/home/11038669,MRIS,BA10233997,N,Y,39.2636059,-76.6506055
MLS Listing,,Townhouse,202 Grundy St,Baltimore,MD,21224,59900,1,1.0,Highlandtown,832,832,1920,1,72,,Active,,,http://www.redfin.com/MD/Baltimore/202-Grundy-St-21224/home/11080345,MRIS,BA10233995,N,Y,39.2900538,-76.5637445
MLS Listing,,Townhouse,5416 Sagra Rd,Baltimore,MD,21239,159900,3,1.0,Baltimore City,1605,,1952,1,100,,Active,,,http://www.redfin.com/MD/Baltimore/5416-Sagra-Rd-21239/home/11151442,MRIS,BA10233895,N,Y,39.3553424,-76.5927046
MLS Listing,,Townhouse,3009 Walbrook Ave,Baltimore,MD,21216,10000,3,2.0,Walbrook,,,1926,1,,,Active,,,http://www.redfin.com/MD/Baltimore/3009-Walbrook-Ave-21216/home/10886812,MRIS,BA10233892,N,Y,39.309933,-76.6679429
MLS Listing,,Townhouse,2910 Ellicott Driveway,Baltimore,MD,21216,5000,3,2.0,Winchester,1176,,1920,1,4,,Active,,,http://www.redfin.com/MD/Baltimore/2910-Ellicott-Dr-21216/home/10943001,MRIS,BA10233884,N,Y,39.302264,-76.6662016
MLS Listing,,Townhouse,1313 Lombard St W,Baltimore,MD,21223,75000,3,1.5,Harlem Park,2106,,1880,1,36,,Active,,,http://www.redfin.com/MD/Baltimore/1313-W-Lombard-St-21223/home/10966586,MRIS,BA10233874,N,Y,39.286327,-76.6385073
MLS Listing,,Townhouse,510 S Bouldin St,Baltimore,MD,21224,185000,3,1.0,Baltimore City,1225,,1920,1,151,,Active,,,http://www.redfin.com/MD/Baltimore/510-S-Bouldin-St-21224/home/11074764,MRIS,BA10233866,N,Y,39.2858818,-76.5709009
MLS Listing,,Townhouse,1808 Lexington St,Baltimore,MD,21223,5000,3,1.0,Franklin Square,,,1920,1,,,Active,,,http://www.redfin.com/MD/Baltimore/1808-W-Lexington-St-21223/home/10987718,MRIS,BA10233808,N,Y,39.2907847,-76.6460664
MLS Listing,,Townhouse,908 Conkling St,Baltimore,MD,21224,269900,2,2.0,Canton,1400,871,1913,1,193,,Active,,,http://www.redfin.com/MD/Baltimore/908-S-Conkling-St-21224/home/11072616,MRIS,BA10233792,N,Y,39.2823003,-76.5671443
MLS Listing,,Townhouse,1800 Charles St,Baltimore,MD,21230,350000,2,3.0,Federal Hill,1204,,1900,1,291,,Active,,,http://www.redfin.com/MD/Baltimore/1800-S-Charles-St-21230/home/11012368,MRIS,BA10233793,N,Y,39.2691925,-76.6140696
MLS Listing,,Townhouse,1612 Jackson St,Baltimore,MD,21230,309900,2,1.5,Riverside Park,1150,,1900,1,269,,Active,May-12-2018 12:00 PM,May-12-2018 02:00 PM,http://www.redfin.com/MD/Baltimore/1612-Jackson-St-21230/home/11020257,MRIS,BA10233788,N,Y,39.2715885,-76.6052239
MLS Listing,,Condo/Co-op,6350 Red Cedar Pl #213,Baltimore,MD,21209,179900,2,2.0,Heather Ridge,1433,,1980,1,126,353,Active,,,http://www.redfin.com/MD/Baltimore/6350-Red-Cedar-Pl-21209/unit-213/home/11176094,MRIS,BA10233782,N,Y,39.3670499,-76.6870205
MLS Listing,,Townhouse,1720 Calhoun St,Baltimore,MD,21217,5000,3,1.0,Sandtown-winchester,,,1920,1,,,Active,,,http://www.redfin.com/MD/Baltimore/1720-N-Calhoun-St-21217/home/10893948,MRIS,BA10233775,N,Y,39.308326,-76.644256
MLS Listing,,Townhouse,617 Fort Ave,Baltimore,MD,21230,343900,2,2.5,Federal Hill,1360,,1900,1,253,,Active,,,http://www.redfin.com/MD/Baltimore/617-E-Fort-Ave-21230/home/11021405,MRIS,BA10233762,N,Y,39.2726434,-76.6047043
MLS Listing,,Townhouse,309 Franklintown Rd,Baltimore,MD,21223,1000,3,1.0,Shipley Hill,,,1900,1,,,Active,,,http://www.redfin.com/MD/Baltimore/309-S-Franklintown-Rd-21223/home/10974966,MRIS,BA10233758,N,Y,39.2833619,-76.657318
MLS Listing,,Townhouse,2 Willwood Ct,Baltimore,MD,21209,329900,2,3.5,Greenspring East,1852,3824,1993,1,178,31,Active,,,http://www.redfin.com/MD/Baltimore/2-Willwood-Ct-21209/home/9550034,MRIS,BC10233757,N,Y,39.387502,-76.684335
MLS Listing,,Townhouse,1631 Federal St,Baltimore,MD,21213,2500,3,1.0,Baltimore City,,,1915,1,,,Active,,,http://www.redfin.com/MD/Baltimore/1631-Federal-St-21213/home/10783996,MRIS,BA10233755,N,Y,39.3083079,-76.595508
MLS Listing,,Townhouse,1555 Cole St,Baltimore,MD,21223,2500,1,1.0,Pigtown,,,1915,1,,,Active,,,http://www.redfin.com/MD/Baltimore/1555-Cole-St-21223/home/10963991,MRIS,BA10233753,N,Y,39.2821103,-76.641824
MLS Listing,,Townhouse,770 Grantley St N,Baltimore,MD,21229,149900,3,3.0,Edmondson Village,1710,,1924,1,88,,Active,,,http://www.redfin.com/MD/Baltimore/770-N-Grantley-St-21229/home/10940663,MRIS,BA10233741,N,Y,39.2969986,-76.6759784
MLS Listing,,Vacant Land,2810 Wisteria Ave,Baltimore,MD,21214,10000,,,Hamilton Hills,,7840,,1,,,Active,,,http://www.redfin.com/MD/Baltimore/2810-Wisteria-Ave-21214/home/11186637,MRIS,BA10233722,N,Y,39.3542113,-76.5625738
MLS Listing,,Vacant Land,2808 Wisteria Ave,Baltimore,MD,21214,10000,,,Hamilton Hills,,7836,,1,,,Active,,,http://www.redfin.com/MD/Baltimore/2808-Wisteria-Ave-21214/home/11186636,MRIS,BA10233706,N,Y,39.3543315,-76.5626972
MLS Listing,,Townhouse,528 Lanvale St,Baltimore,MD,21217,5000,3,1.0,Upton,1460,,1920,1,3,,Active,,,http://www.redfin.com/MD/Baltimore/528-W-Lanvale-St-21217/home/10950471,MRIS,BA10233691,N,Y,39.3014929,-76.6293683
MLS Listing,,Townhouse,4354 Nicholas Ave,Baltimore,MD,21206,89900,2,2.0,Baltimore,812,8712,1950,1,111,,Active,,,http://www.redfin.com/MD/Baltimore/4354-Nicholas-Ave-21206/home/11115283,MRIS,BA10233693,N,Y,39.3270948,-76.5610923
MLS Listing,,Townhouse,3203 Presstman St,Baltimore,MD,21216,15000,3,1.0,Rosemont,1140,,1926,1,13,,Active,,,http://www.redfin.com/MD/Baltimore/3203-Presstman-St-21216/home/10942372,MRIS,BA10233674,N,Y,39.3042532,-76.670858
MLS Listing,,Townhouse,133 Hopkins Rd,Baltimore,MD,21212,310000,2,2.0,Rodgers Forge,1216,2071,1951,1,255,,Active,,,http://www.redfin.com/MD/Baltimore/133-Hopkins-Rd-21212/home/9640384,MRIS,BC10233660,N,Y,39.3764414,-76.6159598
MLS Listing,,Single Family Residential,100 Woodbrook Ln,Baltimore,MD,21212,2285000,4,4.0,Spotswood,4400,21038,2004,1,519,6,Active,May-9-2018 12:00 PM,May-9-2018 03:00 PM,http://www.redfin.com/MD/Baltimore/100-Woodbrook-Ln-21212/home/9701848,MRIS,BC10233663,N,Y,39.3797066,-76.6309373
MLS Listing,,Townhouse,323 Norris St,Baltimore,MD,21223,5000,3,1.0,New Southwest/mount Clare Junction,,,1900,1,,,Active,,,http://www.redfin.com/MD/Baltimore/323-S-Norris-St-21223/home/10964823,MRIS,BA10233633,N,Y,39.2837917,-76.639878
MLS Listing,,Single Family Residential,5011 Holder Ave,Baltimore,MD,21214,267451,4,2.0,Hamilton,2910,7553,1924,1,92,,Active,May-12-2018 11:00 AM,May-12-2018 01:00 PM,http://www.redfin.com/MD/Baltimore/5011-Holder-Ave-21214/home/11126211,MRIS,BA10233625,N,Y,39.3448926,-76.559999
MLS Listing,,Single Family Residential,5306 Dew Garth,Baltimore,MD,21206,255000,3,2.0,Blackthorn,1072,28865,1963,1,238,,Active,,,http://www.redfin.com/MD/Baltimore/5306-Dew-Garth-21206/home/9400669,MRIS,BC10233621,N,Y,39.3369999,-76.517503
MLS Listing,,Townhouse,2661 Saint Benedict St,Baltimore,MD,21223,5000,3,1.0,Millhill,1144,,1920,1,4,,Active,,,http://www.redfin.com/MD/Baltimore/2661-Saint-Benedict-St-21223/home/10978069,MRIS,BA10233603,N,Y,39.278887,-76.657764
MLS Listing,,Townhouse,2923 Violet Ave,Baltimore,MD,21215,20000,3,1.0,Park Circle,,1748,1920,1,,,Active,,,http://www.redfin.com/MD/Baltimore/2923-Violet-Ave-21215/home/10916008,MRIS,BA10233584,N,Y,39.3291119,-76.6628275
